## There are #18 experiments in this file			
## 001 -- alpha_factor_release_sample013			
## 002 -- alpha_factor_release_sample014			
## 003 -- alpha_factor_release_sample015			
ID	alpha_factor_release_sample013	alpha_factor_release_sample014	alpha_factor_release_sample015
yjl107c	NA	1.2	0.25
ydl004w	-0.32	0.07	-0.01
ydl003w	-1.08	-0.73	1.61
ydl002c	-0.16	0.15	-0.31
ydl001w	0.44	0.14	0.58
ydr001c	0.06	0.49	0.63
ydl228c	-0.3	0.24	-0.04
ydr002w	-0.02	0.39	-0.05
ydr003w	-0.24	0.09	0.14
ydr004w	-0.76	0.08	-0.07
ydr005c	-0.39	0.38	-0.13
yjl218w	0.53	0.27	0.73
ydr006c	0.23	-0.13	-0.05
ydr007w	-0.13	-0.48	-0.23
ydr008c	-0.15	-0.07	0.04
ydl227c	-0.15	NA	-0.4
ydr009w	0.71	0.44	NA
ydr010c	0.03	0.2	0.31
ydr011w	0	0.39	0.45
ydr012w	0.47	0.16	0.03
ydr013w	-0.41	-0.58	0.04
ydr014w	0.17	-0.14	-0.07
yjl106w	0.21	0.38	-0.06
ydr015c	0	-0.49	0.04
ydr016c	-0.14	-0.35	-0.42
ydr017c	0.14	0.34	0.08
ydr018c	-0.18	0.14	-0.95
ydr019c	-0.98	-0.3	0.09
ydr020c	-0.04	-0.56	-0.87
ydr021w	-0.11	0.31	-0.43
ydr022c	-0.36	0.14	-0.92
ydr023w	0	-0.21	-0.18
ydr024w	-0.48	-0.29	-0.51
yjl105w	-0.88	-0.25	-0.22
ydr026c	-0.66	-0.3	-0.59
ydr027c	-0.26	1.35	-0.3
ydr028c	-0.42	0.05	-0.07
ydr029w	0.03	0.27	0.15
ydr030c	0.06	-0.6	-0.45
ydr031w	NA	-0.37	0.03
ydr032c	0.35	0.18	0.45
ydr033w	NA	-2.4	-2.24
ydr034c	-0.03	-0.4	-0.26
yjl104w	-0.01	-0.24	-0.04
ydl226c	-0.29	0.08	0.05
ydr035w	0.56	0.41	0.31
ydr036c	0.1	-0.14	0.02
ydl225w	-0.48	-0.24	-0.4
ydr037w	0.43	-0.1	0.12
ydr039c	0.4	0.49	0.78
ydr040c	0.39	1.26	1.43
yjl103c	0.51	0.41	0.51
ydr041w	0.4	-0.11	0.31
ydr042c	-1.05	-0.58	-0.36
ydr043c	0.15	0.17	-0.2
ydl224c	-0.81	-0.11	-0.3
ydr044w	-0.57	-0.14	-0.18
ydr045c	0.26	0.14	-0.09
ydr046c	0.11	0.65	0.44
ydr047w	-0.03	0.11	-0.14
ydr048c	-0.4	-0.18	-0.45
ydr049w	0.04	-0.24	-0.33
yjl102w	-0.07	0.1	0.23
ydr050c	0	0.12	0
ydr051c	0.05	-0.2	-0.25
ydr052c	-0.6	-0.19	-0.4
ydr053w	-0.23	-0.23	0.32
ydr054c	0.13	0.18	0.02
ydr055w	-1.15	-0.89	-1.79
ydr056c	0.07	-0.04	-0.39
ydr057w	0.12	-0.3	-0.19
ydr059c	0.53	0.58	0.46
yjl217w	-0.44	-0.18	-0.2
ydr060w	0.04	-1.06	-0.86
ydl223c	-0.28	-0.07	-0.04
ydr061w	0.29	-0.35	-0.14
ydr062w	0.27	0.8	0.05
ydr063w	0.28	0.24	0.22
ydr064w	0.17	-0.04	-0.19
ydr065w	0.19	-0.5	-0.22
ydr066c	-0.24	0.59	0.26
ydr067c	0.09	0.24	-0.35
ydr068w	-0.37	0.23	-0.3
yjl101c	0.4	0.27	0.06
ydr069c	-0.11	0.37	0.1
ydr070c	-1.74	0.93	-0.24
ydr071c	0.19	0.36	-0.02
ydr072c	0.36	1.06	-0.18
ydr073w	0.28	0.17	-0.08
ydr074w	0.65	1.23	0.71
ydr075w	-0.31	-0.39	-0.6
ydr076w	-0.68	-0.43	-0.24
ydr077w	1.13	1.27	1.42
yjl100w	-0.26	-0.27	-0.27
ydr078c	0.19	0.44	0.45
ydr079w	0.22	0.07	0.02
ydr080w	0.32	0.09	0.15
ydr081c	0.31	-0.25	-0.1
ydl222c	-0.26	0.69	0.28
ydr082w	0.08	-0.38	-0.51
ydr083w	0.13	-0.91	-0.88
ydr084c	-0.24	-0.12	-0.23
ydr085c	NA	0.68	0.92
ydr086c	-0.42	-0.25	-0.51
yjl099w	0.14	0.17	-0.11
ydr087c	0.39	0.4	-0.29
ydr088c	0.27	-0.32	-0.16
ydl221w	-1.16	-1.31	-0.65
ydr089w	-0.48	0.58	-0.38
ydl220c	-0.76	-0.76	-0.05
ydr090c	-0.4	0.13	0.09
ydr091c	0.34	-0.04	-0.4
ydr092w	-0.14	-0.22	-0.11
ydr093w	-0.48	-0.23	0.29
yjl098w	-0.27	-1.08	-0.93
ydr095c	-0.06	-0.2	0.11
ydr096w	-0.36	1.5	-0.13
ydr097c	-0.52	-0.76	0.88
ydr098c	-0.15	0.11	-0.1
ydl219w	-0.36	-0.63	0.09
ydr099w	0.1	0.21	0.37
ydr100w	-0.24	-0.34	-0.43
ydr101c	0.28	-0.84	-0.97
ydr102c	0.33	0.14	-0.05
ydr103w	0.19	-0.4	-0.1
yjl216c	-0.72	-0.3	-1.33
ydr104c	-0.12	-0.2	-0.51
ydl218w	-1.02	-0.42	-0.26
ydr105c	-0.01	0.05	0.34
ydr106w	0.02	0.15	-0.19
ydr107c	-0.2	-0.34	-0.22
ydr108w	-0.03	0.05	-0.29
ydr109c	0.41	0.45	0.37
ydr110w	-0.08	-0.24	-0.33
ydr111c	0.34	0.36	0.38
ydr112w	0.37	0.1	0.15
yjl097w	-0.2	-0.1	-0.04
ydl217c	-0.08	-0.43	0.29
ydr113c	-0.09	-0.72	0.37
ydr114c	-0.3	0.24	-0.25
ydr115w	0.02	0.1	0.38
ydr116c	-0.26	-0.27	-0.11
ydr117c	-0.11	-0.25	0.09
ydr118w	-0.86	-0.63	-0.78
ydr119w	0.22	-0.12	NA
ydl216c	-0.07	-0.55	NA
ydr120c	-0.28	0.38	-0.46
yjl096w	-0.48	-0.09	-0.13
ydr121w	0.54	0.62	0.65
ydr122w	-0.46	0.41	0.28
ydr123c	0.22	0.17	0.21
ydr124w	NA	-0.02	-0.26
ydr125c	1.85	0.56	0.2
ydr126w	-0.15	0	0.3
ydr127w	0.43	0.11	0.53
ydl215c	-0.55	-0.2	0.17
ydr128w	0.32	0.33	0.17
ydr129c	0.36	0.42	0.6
yjl095w	-0.53	0.51	-0.8
ydr130c	-0.42	-0.75	NA
ydr131c	0.19	-0.07	0.4
ydr132c	0.23	-0.45	NA
ydr134c	-0.39	NA	NA
ydr135c	0.19	-0.29	0.36
ydr136c	0.16	-0.63	NA
ydr137w	0.18	0.04	0.37
ydr138w	-0.36	0.02	-0.12
ydr139c	0.15	0.35	0.17
yjl094c	-0.01	0.09	-0.3
ydr140w	-0.34	-0.77	-0.33
ydr141c	0.09	0.21	0.41
ydr142c	-0.06	0.14	-0.1
ydr143c	-0.49	-0.79	-0.88
ydr144c	-0.03	-0.65	-0.21
ydl214c	0.15	-0.33	NA
ydr145w	-0.38	-0.13	-0.43
ydr146c	-2.04	-1.14	-1.21
ydr147w	-0.46	-0.04	-0.67
ydr148c	-0.04	0.43	0.29
yjl093c	-0.18	0.03	-0.18
ydr149c	-0.9	-0.07	-1.19
ydr150w	-0.37	-0.95	-1.28
ydr151c	0.12	0.23	0.65
ydr152w	0.35	-0.33	NA
ydr153c	0.29	-0.09	0.29
ydr155c	0.16	0.07	0.11
ydr156w	0.1	0.07	-0.04
ydr158w	0.25	-0.06	0.19
yjl092w	-2.21	-1.43	-1.22
ydr159w	0.41	0.35	0.26
ydl213c	0.09	-0.62	-0.39
ydr160w	0.01	-0.28	-0.1
ydr161w	0.14	-0.84	-0.66
ydr162c	-0.51	0.08	-0.28
ydr163w	-0.41	0.12	-0.36
ydr164c	-0.31	-0.35	-0.23
ydl212w	0.12	-0.53	NA
ydr165w	0.06	NA	-0.42
ydr166c	-0.74	-0.58	-0.99
yjl091c	-1.03	-0.8	-0.37
ydr167w	-0.27	NA	-0.15
ydr168w	0.19	1.43	0.04
ydr169c	-0.36	0.04	0.06
ydl211c	-0.13	0.05	NA
ydr170c	-0.52	-0.37	-0.79
ydr171w	0.08	1.38	0.12
ydr172w	-0.22	-0.45	-0.37
ydr173c	-0.24	0.36	-0.08
ydr174w	-0.17	-0.86	-0.33
yjl090c	-1.15	0.17	-0.69
ydr175c	0.05	-0.18	-0.09
ydr176w	-0.08	-1.16	-0.28
ydr177w	0.14	-0.28	-0.04
ydr178w	0.19	0.56	0.42
ydr179c	-0.21	-0.54	-0.31
ydr180w	-0.12	-0.69	0
ydr181c	-0.14	-0.48	-0.21
ydr182w	-0.21	-0.18	-0.14
ydr183w	0.1	-0.43	0.08
yjl215c	-0.04	0.24	0.01
ydr184c	0.35	-0.62	-0.39
ydr185c	0.09	0.26	-0.13
ydr186c	-0.57	-0.46	-0.38
ydr187c	-0.38	-0.59	-0.3
ydr188w	-0.45	-0.42	-0.55
ydr189w	-0.28	-0.41	-0.21
ydr190c	-0.15	-0.29	-0.33
ydr191w	-0.23	0.01	0.07
ydl210w	0	-1.02	NA
ydr192c	-0.2	0.02	-0.06
yjl089w	NA	-0.19	0.07
ydr193w	-0.09	NA	-0.03
ydr194c	-0.09	-0.45	-0.41
ydr195w	-0.37	-0.46	-0.15
ydr196c	0	0.4	0.08
ydr197w	0.02	-0.03	0.16
ydr198c	0.23	-0.19	-0.19
ydr199w	-0.04	-0.35	0.17
ydr200c	-0.26	0.07	-0.12
ydr201w	-0.2	0.18	-0.08
ydr202c	-0.09	0.14	-0.22
yjl088w	-0.14	1.17	0.49
ydr203w	0.26	0.33	0.05
ydr205w	-0.02	-0.3	-0.06
ydr206w	0.05	-0.53	-0.34
ydl209c	-0.7	-0.12	-1.47
ydr207c	-0.48	0.01	-0.32
ydr208w	-0.42	-0.67	-0.88
ydr210w	-0.7	-0.26	-0.43
yjl214w	-0.12	-0.26	-0.18
ydl208w	0.19	-1.34	NA
ydl207w	-0.11	-0.54	-0.21
ydr211w	-0.01	-0.3	-0.24
ydr212w	-0.15	-0.17	-0.35
ydr213w	-0.41	0.18	-0.37
ydr214w	-0.28	0.21	0.26
ydr215c	-0.63	0.7	-1.16
ydr216w	-0.32	-0.15	-0.43
ydr217c	-0.18	-0.03	-0.12
ydl206w	0.01	-0.31	NA
yjl087c	-0.2	NA	-0.68
ydr218c	-0.31	0.05	-0.19
ydr219c	-0.3	0.05	-0.7
ydr220c	-0.2	-0.31	-0.24
ydr221w	-0.53	-0.13	-0.23
ydr222w	-0.21	-0.99	-0.26
ydr223w	0.41	-0.37	-0.07
ydr224c	-1.9	-1.84	-1.75
ydr225w	-1.94	-2.72	-1.91
ydr226w	-0.04	-0.12	0.03
ydr227w	0	-0.03	-0.21
ydr228c	-0.3	-0.16	-0.46
ydr229w	0.2	0.09	0.12
ydr230w	0	0.29	0.1
ydr231c	0.11	-0.02	0.13
ydr232w	0.17	-0.29	-0.12
ydl205c	-0.47	-0.91	-0.54
ydr233c	0.61	-0.03	0.21
ydr234w	-0.47	-0.41	-0.66
yjl085w	-0.05	-0.24	0.44
ydl204w	-0.71	0.03	0.48
yjl084c	0.35	0.06	0.23
ydr249c	1.43	0.04	-0.3
ydr250c	-0.33	-0.16	-0.21
ydr251w	0.91	1.51	0.04
ydl203c	-0.41	-0.05	-0.33
ydr252w	-0.62	-0.09	-0.36
ydr253c	-0.35	0.04	-0.44
ydr254w	-0.57	0.29	0.01
yjl083w	-0.13	-0.52	0.05
ydr255c	-0.11	0.36	0.15
ydr256c	-0.66	NA	-0.23
ydr257c	0.33	0.04	-0.01
ydr258c	-0.31	0.65	0.36
ydr259c	0.28	0.71	0.28
ydr260c	0.19	0.05	-0.15
ydr261c	-0.15	-0.57	-0.15
ydl202w	-0.31	-0.47	-0.23
ydr262w	0.48	0.22	0.25
ydr263c	0.19	-0.26	0.16
yjl082w	0.68	0.9	0.76
ydl201w	0.05	-0.26	-0.47
ydr264c	0.43	-0.04	0.35
ydr265w	0.07	-0.04	-0.08
yel027w	0.15	0.12	0.06
yel026w	0.21	0.23	-0.18
yel025c	-0.41	-0.16	-0.29
yel024w	-0.09	0.65	0.91
yel023c	-0.22	-0.51	-0.34
yel022w	-0.02	-0.17	0.26
yel021w	0.79	0.23	0.12
yjl081c	-0.06	-0.17	0.3
yel020c	0.16	0.25	0.29
yel019c	-0.04	-0.39	-0.07
yel018w	-0.07	-0.29	-0.43
yel017w	-0.9	-0.79	-0.62
yel016c	-0.48	-0.54	-0.45
yel015w	0.14	-0.35	-0.05
yel014c	0.06	-0.2	-0.19
yel013w	0.1	0.22	0.11
yjl080c	-0.06	-0.41	-0.08
yel012w	0.07	0.38	0.24
yel011w	-0.35	1.43	0.94
yel072w	-0.51	0.49	-0.36
yel009c	0.03	0.2	0.09
yel008w	0.37	-0.34	-0.14
yel007w	-0.81	-0.07	-0.19
yel006w	0.08	0.24	-0.24
yel005c	0.02	0.11	-0.08
yel004w	0.12	-0.06	0.17
yjl079c	-0.36	0.09	1.31
yel003w	-0.3	0.19	-0.19
yel002c	0.09	-0.31	0.12
yel001c	0.24	0.58	0.41
yer001w	NA	-1.32	1.03
yer002w	0.13	-0.43	-0.48
yer003c	-1.17	-0.57	-0.34
yer004w	-0.22	-0.41	0.35
yer005w	-0.28	-0.36	-0.42
yer006w	0.33	-0.45	-0.6
yel071w	0.71	1.03	1.59
yjl078c	-1.33	-1.54	-1.72
yer007w	0.29	-0.08	-0.07
yer008c	-0.1	-0.31	0.14
yer009w	0.48	0.59	0.4
yer010c	0.39	0.18	0.41
yer011w	-0.96	-1.03	-1.28
yer012w	0.31	0.33	0.4
yer013w	-1.46	-1.06	-0.05
yer014w	-0.14	-0.26	0.53
yer015w	0.25	0.5	0.05
yjl077c	0.05	-0.23	0
yer016w	0.13	-0.31	0.17
yer017c	-0.08	-0.13	0.21
yer018c	0.6	0.07	0.22
yer019w	1	0.07	-0.17
yer020w	-0.03	-0.04	-0.49
yel070w	-0.28	-0.35	-0.02
yer021w	0.19	0.2	0.33
yer022w	-0.31	-0.12	-0.52
yer023w	0.12	0.09	0.2
yer024w	-0.57	-1.78	-0.13
yer025w	0.55	-0.15	0.04
yer026c	-0.25	0.29	0.54
yer027c	-0.12	-0.05	0.46
yer028c	-0.28	0.1	-0.56
yer029c	-0.07	-0.37	-0.12
yer030w	-0.03	0.08	-0.26
yer031c	0.12	0.04	0.11
yer032w	-0.63	-0.96	-0.51
yel069c	0.19	0.35	0.5
yjl075c	-0.1	-0.52	-0.25
yer033c	0.03	-0.02	0.12
yer034w	0.5	0.27	0.24
yer035w	0.73	0.84	0.64
yer036c	0.31	-0.18	-0.28
yer037w	0.24	0.24	0.2
yer038c	0.26	0.01	-0.24
yer039c	-0.08	0.18	0.4
yer040w	-0.18	-0.03	-0.16
yer041w	-0.02	-0.01	0.38
yjl074c	-0.8	-1.53	0.59
yer042w	-0.09	1.33	-0.02
yer043c	0.32	0.12	0.23
yer044c	0.03	0.39	0.62
yer045c	0.14	0.42	-0.18
yer046w	-0.09	0.38	0.09
yer047c	-0.46	-0.09	-0.18
yer048c	-0.27	0.09	-0.25
yer049w	-0.04	-0.46	-0.42
yjl073w	0.11	-0.1	0.99
yer050c	0	1.01	0
yer051w	-0.7	-0.1	-0.34
yer052c	0.53	0.81	0.81
yel068c	0.27	0.22	0.2
yer053c	1.09	1.43	0.73
yel067c	0.04	0.1	0.43
yer054c	-0.18	-0.31	-0.02
yer055c	0.4	0.43	0.3
yer056c	0.09	0.02	-0.35
yjl072c	-0.29	0.5	0.15
yel066w	-0.04	0.1	0.36
yer057c	0.8	0.74	0.68
yer058w	-0.1	0.12	0.32
yer059w	-0.32	0.07	-0.28
yer060w	-0.02	-0.29	-0.25
yel065w	0.44	0.31	1.41
yer061c	0.34	NA	-0.23
yer062c	0.16	0.53	0.59
yjl071w	0.06	0.25	0.39
yer063w	-0.57	-0.16	-0.45
yer064c	-0.98	0.31	-0.27
yer065c	-0.84	-0.03	-0.2
yer066w	-0.38	0.05	0.18
yer067w	-0.2	0.81	0.01
yer068w	-0.29	0.25	0.09
yer069w	-0.07	0.6	0.16
yel064c	-0.36	-0.1	0.6
yer070w	-1.06	-0.33	1.49
yjl070c	-0.51	0.62	-0.24
yer071c	-0.73	-0.14	0.24
yer072w	-0.53	-0.04	0.03
yer073w	0.03	NA	0.12
yer074w	0.23	-0.17	-0.46
yer075c	-0.55	-0.15	-0.64
yer076c	0.22	0.41	0.47
yer077c	0.15	-0.12	-0.15
yer078c	0.16	-0.05	0.6
yel063c	0.14	-0.12	0.15
yer079w	0.25	0.53	0.2
yjl069c	0.05	-0.95	-0.7
yer080w	0.85	0.63	0.89
yer081w	-0.07	NA	0.82
yer082c	0.15	-0.78	-0.59
yer083c	0.17	-0.16	0.1
yer085c	0.09	-0.04	-0.03
yer086w	0.26	-0.27	0
yer087w	0.34	0.75	0.68
yer088c	-0.35	-1.44	-1.12
yjl068c	-0.06	-0.05	0.15
yer089c	-0.19	-0.29	-0.38
yer090w	0.03	-0.06	-0.09
yer091c	-0.18	0.92	0.47
yer092w	-0.01	-0.28	-0.03
yer093c	-0.45	-0.04	-0.32
yel062w	0.14	0.26	0.12
yer094c	0.04	0.14	0.29
yer095w	-0.34	0.73	1.38
yjl067w	0.33	0.67	0.74
yer096w	0.02	-0.46	-0.02
yer097w	-0.6	-0.16	-0.5
yer099c	0.42	0.46	-0.04
yer100w	0.25	NA	0.1
yer101c	0.07	-0.12	0
yer102w	0.68	0.39	0.32
yer103w	0.31	0.06	0.25
yel061c	-0.54	-0.32	0.41
yer104w	-0.31	-0.3	0.07
yjl066c	0.12	0.6	0.51
yer105c	-0.18	-0.57	-0.25
yer106w	0.07	-0.34	0.03
yer107c	-0.04	-0.19	-0.1
yer109c	-0.26	0.11	-0.33
yer110c	0.17	-0.58	-0.53
yer111c	-1.06	-0.12	1.16
yer112w	-0.11	0.34	0.06
yer113c	-0.19	0.48	0.29
yer114c	-0.5	-0.13	-0.8
yjl065c	-0.09	0.06	-0.44
yer115c	-0.71	-0.18	-1.03
yer116c	-0.07	0.07	-0.13
yer117w	0.04	0.31	-0.03
yer118c	-0.27	-0.16	0.03
yel060c	1.5	2.01	1.8
yer120w	-0.04	0	-0.34
yer121w	-0.55	0.13	-0.31
yer122c	-0.18	-0.12	-0.18
yjl064w	-0.27	NA	-0.61
yer123w	0.17	-0.23	-0.24
yer124c	-0.3	-0.96	-1.42
yer125w	0.32	0.31	0.33
yer126c	0.48	-0.45	-0.38
yer127w	-0.1	-0.96	-0.97
yer128w	0.21	-0.3	0.01
yer129w	-0.01	-0.34	-0.42
yer130c	1.57	-0.15	0.05
yer131w	0.43	0.22	0.1
yjl063c	-0.33	-0.38	-0.3
yer132c	0.29	-0.26	0
yel059w	0.61	0.03	0.27
yer133w	0.25	0.19	0.03
yel058w	0.61	0.47	0.33
yer134c	0.12	-0.09	0.1
yer136w	0.6	0.66	0.62
yer137c	-0.29	0.4	-0.57
yjl062w	-0.4	-0.08	-0.6
yel057c	0.41	0.21	0.19
yer139c	-0.17	0.28	-0.07
yer140w	0.01	0.42	-0.05
yer141w	-0.27	0.31	0.11
yer142c	0.43	0.58	0.5
yer143w	0.07	1.01	0.11
yer144c	0.65	0.06	-0.07
yer145c	-0.81	-0.47	-0.71
yjl061w	-0.23	-0.49	-0.03
yer146w	-0.44	-0.18	-0.49
yer147c	-0.09	-0.15	0.08
yer148w	0.21	-0.31	-0.13
yer149c	-0.03	-0.49	-0.09
yer150w	0.93	2.06	2.39
yer151c	0.03	-0.11	-0.21
yel056w	-0.44	-0.41	-0.6
yer152c	-0.47	-0.57	-0.22
yer153c	-0.41	-0.37	-0.18
yer154w	0.23	-0.21	-0.03
yjl213w	-0.05	0.14	0.06
yer155c	0.27	0.46	-0.5
yer156c	-0.28	-0.77	-0.56
yel055c	-0.21	-0.53	-0.53
yer157w	0.2	-0.08	-0.19
yer158c	0.96	0.22	0.45
yer159c	-0.17	0.56	-0.28
yer161c	-0.22	0.26	-0.34
yer162c	-0.11	0.35	-0.14
yjl060w	0.15	0.1	0.71
yer163c	-0.1	0.2	0.25
yer164w	-0.16	-0.02	-0.21
yer165w	0.36	0.32	0.15
yer166w	0.34	0.27	0.19
yer167w	-0.25	-0.12	-0.32
yer168c	0.2	-0.22	0.13
yer169w	0.12	-0.16	-0.53
yer170w	-0.9	0.1	0.43
yer171w	0.58	-0.21	0.19
yel054c	0.02	0.26	-0.05
yjl059w	-0.47	0.01	0.62
yer172c	1.05	0.72	0.85
yer173w	0.04	-0.58	-0.05
yer174c	0.02	-0.09	0.26
yel053c	0.47	-0.16	0.07
yer175c	0.26	0.78	0.59
yer176w	0.47	0.15	0.39
yer177w	0.03	-0.21	0.27
yer178w	0.4	0.03	0.31
yer179w	0.54	0.18	0.51
yjl058c	0.02	NA	-0.26
yer180c	-0.26	-0.41	0.12
yer181c	1.08	0.61	1.16
yer182w	0.29	0.19	0.23
yer183c	-0.31	-0.46	-0.78
yer184c	0.68	0.21	0.14
yer185w	1.24	0.18	-0.11
yer186c	0.14	-0.05	0.2
yel052w	-0.14	0.02	-0.26
yer188w	0.5	0.11	0.44
yjl057c	0.04	0.26	0.31
yel051w	0.06	-0.01	-0.15
yel050c	-0.38	-0.56	-0.09
yel049w	0.09	-0.07	0.15
yel048c	-0.57	-0.1	-0.29
yel047c	0.65	0.34	0.64
yel046c	0.44	0.54	0.36
yel045c	0.33	-0.02	0.18
yjl056c	-0.47	-1.27	-0.47
yel044w	0.01	-0.29	-0.36
yel043w	-0.04	-0.4	-0.15
yel073c	0.34	0.33	0.68
yel042w	-0.34	-0.59	-0.49
yel041w	-0.15	-0.22	0.24
yel040w	-0.02	0.15	0.64
yel039c	-0.03	-0.01	0.28
yel038w	-0.13	0.06	-0.13
yel037c	0.07	-0.08	-0.09
yel036c	0.1	-0.16	-0.36
yjl055w	-0.25	-0.49	0.03
yel035c	-0.08	-0.5	-0.36
yel034w	-0.08	0.2	0.06
yel032w	-0.14	0.2	0.51
yel031w	-0.12	-0.34	-0.03
yel030w	-0.05	0.07	0.22
yel029c	0.2	-0.11	-0.39
yel028w	-0.28	0.03	-0.16
yfl019c	-0.2	-0.1	-0.12
yfl018c	-0.29	0.05	0
yjl054w	-0.07	-0.41	-0.05
yfl017c	-0.4	-0.17	-0.3
yfl016c	-0.38	0.22	0.28
yfl015c	0.29	0.14	0.27
yfl014w	-0.42	0.39	0.29
yfl013c	0.12	-0.15	0.12
yfl012w	0.3	0.21	-0.06
yfl011w	0.71	1.04	1.53
yjl053w	0.36	0.27	0.42
yfl010c	0.13	0.19	0.06
yfl009w	-0.21	0	-0.16
yfl008w	0.13	0.18	0.69
yfl006w	0.52	-0.05	0.37
yfl005w	0.25	0.65	0.37
yfl004w	-0.17	-0.56	-0.03
yjl052w	0.48	-0.03	0.61
yfl003c	0.28	-0.39	-0.26
yfl002c	0.35	-0.15	-0.13
yfl001w	-0.08	-0.63	-0.04
yfl056c	0.17	0.16	0.34
yfr001w	0.2	-0.3	-0.61
yfr002w	-0.48	-0.39	-0.27
yfr003c	-0.03	0.93	0.09
yfr004w	-0.2	0.24	-0.04
yjl212c	0.04	-0.05	-0.74
yfr005c	-0.32	-0.29	-0.19
yfr006w	-0.13	-0.21	0.15
yfr007w	0.26	-0.3	0.15
yfr008w	-0.27	-0.15	-0.42
yfr009w	0.49	0.24	0.25
yfr010w	0.29	0.21	0.22
yfr012w	0.26	0.24	NA
yfr013w	0.01	-0.32	0.13
yfl055w	0.59	0.51	0.42
yjl051w	-1.04	-1.17	-0.99
yfr014c	0.09	0.32	0.26
yfr015c	0.25	1.33	0.9
yfr016c	0.12	0.01	-0.1
yfr017c	0.38	0.77	0.8
yfr018c	-0.12	0.18	0.2
yfr019w	0.1	NA	-0.05
yfr020w	-0.16	0.07	0.02
yfr021w	-0.09	0.54	0.21
yfr022w	0.18	0.58	0.38
yfr023w	-0.02	-0.25	-0.03
yjl050w	0.56	-0.45	-0.31
yfr025c	-0.13	0	0.04
yfr026c	-0.59	0.34	0.52
yfr028c	-0.56	-0.75	-0.82
yfl054c	0.03	0.42	0.57
yfr029w	-0.24	0.84	-0.03
yfr030w	0.33	0.5	0.85
yfr031c	-0.06	-1.01	0.07
yjl049w	-0.27	0.16	-0.16
yfr032c	-0.34	-0.3	-0.55
yfr033c	-0.33	-0.23	-0.26
yfr034c	-1.01	-0.68	-0.26
yfr035c	-0.13	0.02	-0.3
yfr037c	0.36	0.35	0.15
yfr038w	0	-0.49	-0.19
yfr039c	-0.41	-0.2	-0.36
yjl048c	-0.21	NA	-0.27
yfl053w	-0.09	0.15	-0.29
yfr040w	-0.29	0.2	-0.24
yfr041c	-0.31	-0.07	0.28
yfr042w	-0.22	0.16	0.56
yfr043c	-0.23	0.06	-0.09
yfr044c	0.12	-0.18	-0.07
yfr045w	-0.16	2.05	0.09
yfr046c	-0.32	2.22	0.22
yfr047c	-0.1	0.27	0.21
yfr048w	-0.07	0.07	-0.47
yjl047c	-0.27	0.25	-0.06
yfr049w	-0.26	0.23	0.14
yfr050c	0.45	0.29	0.23
yfr051c	-0.13	-0.14	0.13
yfr052w	0.54	0.73	0.63
yfr053c	0.75	1.37	1.83
yfr054c	0.06	0.26	0.14
yfr056c	0.44	0.14	-0.12
yfr055w	0.43	0.03	-0.25
yfr057w	NA	1.55	-0.56
yfl052w	0.12	-0.09	0.55
yjl046w	-0.13	0.06	-0.58
yfl051c	0.04	0.23	0.28
yfl050c	0.24	-0.34	-0.1
yfl049w	-0.26	-0.26	-0.42
yfl048c	-0.15	-0.04	-0.08
yfl047w	0.14	-0.18	-0.27
yfl046w	-0.34	0.23	0.21
yfl045c	-0.3	-0.6	-0.11
yfl044c	-0.15	0.4	0.25
yjl045w	-0.19	0.18	0.34
yfl042c	-0.16	0.39	0.46
yfl041w	0.29	0.19	0.01
yfl040w	-0.26	-0.03	0.12
yfl039c	0.41	0.42	0.2
yfl038c	-0.39	-0.2	0.06
yfl037w	-0.55	-0.95	-0.63
yfl036w	0.07	-0.08	0.08
yjl044c	-0.02	-0.19	-0.54
yfl034c-b	0.06	-0.22	-0.23
yfl034w	-0.44	-0.68	-0.04
yfl033c	0.29	-0.2	0.2
yfl032w	0.42	0.27	0.37
yfl030w	0.1	0.01	0.79
yfl029c	-0.25	-0.51	0.4
yfl028c	0.28	0.28	-0.08
yjl043w	-1.01	-0.16	-0.39
yfl027c	0.73	-0.04	-0.12
yfl026w	1.73	1.05	-0.33
yfl025c	-0.19	-0.1	-0.11
yfl024c	-0.29	0.72	-0.83
yfl023w	-0.24	-0.19	-0.72
yfl022c	-0.38	-0.41	-0.32
yfl021w	-0.91	-0.27	-0.38
yfl020c	-0.28	-0.11	-0.02
yjl042w	-1.16	-0.25	-1.37
ygr254w	0.39	-0.03	0.39
ygr255c	0.44	0.87	0.64
ygr256w	0.08	-0.04	0.05
ygr257c	0	0.17	0.17
ygr258c	0.3	0.01	-0.1
ygr259c	-0.24	-0.07	-0.51
ygr260w	0.04	-0.19	-0.31
ygr261c	0.27	-0.06	0.33
ygr262c	0.12	1.42	-0.2
ygr263c	0.3	0.01	0.26
yjl041w	-0.18	-0.16	-0.21
ygr264c	0.31	-0.39	-0.35
ygr265w	0.27	-0.15	-0.15
ygr266w	-0.14	-0.17	-0.09
ygr267c	0.29	0	0.14
ygl206c	-0.04	0.42	-0.2
ygr268c	0.46	0.14	0.4
ygr269w	0.12	-0.03	-0.06
ygr270w	0.05	-0.4	-0.09
ygr271w	-0.13	0.9	-0.57
ygr272c	0.29	-0.71	-0.41
yjl211c	NA	-0.04	-0.08
ygr273c	-0.28	0.09	-0.69
ygr274c	0.19	0.14	0.32
